week,market_data,cash,shares_held,portfolio_value,last_profit
44,"{'Close': 66819.9140625, 'High': 69987.5390625, 'Low': 66532.59375, 'Open': 68259.0546875, 'Volume': 40780682628.0, 'Rsi_14': 57.869105410424986, 'Sma_10': 67078.16328125, 'Sma_50': 63362.74179687501, 'Roc_5': 2.214676480194578, 'Bbl_20_2.0': 56970.48697217265, 'Bbm_20_2.0': 64427.928515625, 'Bbu_20_2.0': 71885.37005907734, 'Bbb_20_2.0': 23.149716948120634, 'Bbp_20_2.0': 0.6603757490378974, 'Macd_12_26_9': 1560.232365152944, 'Macdh_12_26_9': 323.1650423120773, 'Macds_12_26_9': 1237.0673228408668, 'Price_vs_sma10': -0.003849974509099147, 'Sma10_vs_sma50': 0.058637321855258405, 'Bb_position': 0.137015738838554}",47074.88486027396,1.0780932779140786,119112.98504185163,-1548.0914114621992
45,"{'Close': 66201.015625, 'High': 66987.671875, 'Low': 65323.19140625, 'Open': 66819.0546875, 'Volume': 31380492109.0, 'Rsi_14': 55.391742086706074, 'Sma_10': 66981.90000000001, 'Sma_50': 63296.51648437501, 'Roc_5': 0.6442793116206039, 'Bbl_20_2.0': 58060.22136344643, 'Bbm_20_2.0': 64850.8544921875, 'Bbu_20_2.0': 71641.48762092857, 'Bbb_20_2.0': 20.942308877546495, 'Bbp_20_2.0': 0.599413494089233, 'Macd_12_26_9': 1440.056791789597, 'Macdh_12_26_9': 162.3915751589841, 'Macds_12_26_9': 1277.6652166306128, 'Price_vs_sma10': -0.011658140109492395, 'Sma10_vs_sma50': 0.058224112799868694, 'Bb_position': 0.11363240116716125}",61482.5048965895,0.8624746223312629,118579.20084570741,-533.7841961442173
46,"{'Close': 64619.25, 'High': 66810.2109375, 'Low': 64532.046875, 'Open': 66201.2734375, 'Volume': 31292785994.0, 'Rsi_14': 49.55298766009351, 'Sma_10': 66628.37265625001, 'Sma_50': 63242.260859375005, 'Roc_5': -4.848641579689912, 'Bbl_20_2.0': 59408.875036992125, 'Bbm_20_2.0': 65214.5712890625, 'Bbu_20_2.0': 71020.26754113287, 'Bbb_20_2.0': 17.80490506128368, 'Bbp_20_2.0': 0.4487295525622617, 'Macd_12_26_9': 1203.3105030657316, 'Macdh_12_26_9': -59.48377085190509, 'Macds_12_26_9': 1262.7942739176367, 'Price_vs_sma10': -0.03015416069990935, 'Sma10_vs_sma50': 0.05354191565675262, 'Bb_position': 0.07336462031757593}",92223.75734488424,0.3981123741381145,117949.4803774086,-629.7204682988086
47,"{'Close': 65357.5, 'High': 65593.2421875, 'Low': 62248.94140625, 'Open': 64625.83984375, 'Volume': 40975554494.0, 'Rsi_14': 52.0912473624811, 'Sma_10': 66405.59765625, 'Sma_50': 63184.58710937501, 'Roc_5': -3.6214645741118168, 'Bbl_20_2.0': 60912.06032646628, 'Bbm_20_2.0': 65587.473046875, 'Bbu_20_2.0': 70262.88576728373, 'Bbb_20_2.0': 14.257029591816217, 'Bbp_20_2.0': 0.47540612341332494, 'Macd_12_26_9': 1063.004316708677, 'Macdh_12_26_9': -159.83196576716796, 'Macds_12_26_9': 1222.8362824758449, 'Price_vs_sma10': -0.015783272694502352, 'Sma10_vs_sma50': 0.05097778895507054, 'Bb_position': 0.0632686748485875}",138325.44293950644,-0.3154811552272391,117706.38333674216,-243.0970406664419
48,"{'Close': 61415.06640625, 'High': 65523.22265625, 'Low': 61184.89453125, 'Open': 65353.5, 'Volume': 43060875727.0, 'Rsi_14': 40.40069451093675, 'Sma_10': 65954.337109375, 'Sma_50': 63077.76046875002, 'Roc_5': -10.022289750503361, 'Bbl_20_2.0': 61577.08366651939, 'Bbm_20_2.0': 65696.62871093751, 'Bbu_20_2.0': 69816.17375535563, 'Bbb_20_2.0': 12.5411155039445, 'Bbp_20_2.0': -0.019664460337546524, 'Macd_12_26_9': 626.4676809821103, 'Macdh_12_26_9': -477.0948811949877, 'Macds_12_26_9': 1103.562562177098, 'Price_vs_sma10': -0.0688244458525499, 'Sma10_vs_sma50': 0.04560365839320018, 'Bb_position': -0.0023206264616723493}",197138.89848224196,-1.2159622273057469,122460.49754476786,4754.114208025698
49,"{'Close': 60680.09375, 'High': 62148.37109375, 'Low': 59836.52734375, 'Open': 61414.80859375, 'Volume': 31753030589.0, 'Rsi_14': 38.65884494325689, 'Sma_10': 65485.133203125006, 'Sma_50': 62971.14046875001, 'Roc_5': -9.188608513858787, 'Bbl_20_2.0': 61544.48931243025, 'Bbm_20_2.0': 65691.24375000001, 'Bbu_20_2.0': 69837.99818756977, 'Bbb_20_2.0': 12.624983790384578, 'Bbp_20_2.0': -0.1042255546408522, 'Macd_12_26_9': 218.68226809398038, 'Macdh_12_26_9': -707.9042352664942, 'Macds_12_26_9': 926.5865033604746, 'Price_vs_sma10': -0.07337603541586299, 'Sma10_vs_sma50': 0.03992293478665177, 'Bb_position': -0.012377152622683534}",221581.41274097233,-1.6147584990046584,123597.71563776038,1137.2180929925235
50,"{'Close': 58116.9765625, 'High': 61062.98828125, 'Low': 57210.8046875, 'Open': 60676.09375, 'Volume': 31758917219.0, 'Rsi_14': 33.27148531343868, 'Sma_10': 64719.108203125004, 'Sma_50': 62809.66000000001, 'Roc_5': -12.211352025613278, 'Bbl_20_2.0': 60000.887030090504, 'Bbm_20_2.0': 65353.5849609375, 'Bbu_20_2.0': 70706.28289178449, 'Bbb_20_2.0': 16.38073239301671, 'Bbp_20_2.0': -0.17597765574755683, 'Macd_12_26_9': -307.7650221242875, 'Macdh_12_26_9': -987.4812203878097, 'Macds_12_26_9': 679.7161982635222, 'Price_vs_sma10': -0.10201209231597873, 'Sma10_vs_sma50': 0.030400549901480015, 'Bb_position': -0.02664417348135549}",221532.42089242072,-1.6147584990046584,127687.53905166932,4089.8234139089327
51,"{'Close': 53991.45703125, 'High': 58268.828125, 'Low': 49121.23828125, 'Open': 58110.296875, 'Volume': 108991085584.0, 'Rsi_14': 26.7981659474932, 'Sma_10': 63327.047656250004, 'Sma_50': 62556.708203125, 'Roc_5': -16.446790962058518, 'Bbl_20_2.0': 57414.68546896111, 'Bbm_20_2.0': 64798.300390625, 'Bbu_20_2.0': 72181.9153122889, 'Bbb_20_2.0': 22.78953267957057, 'Bbp_20_2.0': -0.23181249794509076, 'Macd_12_26_9': -1045.8177047354766, 'Macdh_12_26_9': -1380.427122399199, 'Macds_12_26_9': 334.60941766372247, 'Price_vs_sma10': -0.1474186934416267, 'Sma10_vs_sma50': 0.01231425813877015, 'Bb_position': -0.04742501529504725}",221485.49845150035,-1.6147584990046584,134302.3343366446,6614.795284975276
52,"{'Close': 56034.31640625, 'High': 57059.91796875, 'Low': 53973.2734375, 'Open': 53991.34765625, 'Volume': 49300484106.0, 'Rsi_14': 33.67913399211724, 'Sma_10': 62149.145703125, 'Sma_50': 62347.588593750006, 'Roc_5': -14.264902411735456, 'Bbl_20_2.0': 56033.30159078014, 'Bbm_20_2.0': 64394.0765625, 'Bbu_20_2.0': 72754.85153421987, 'Bbb_20_2.0': 25.967528126923327, 'Bbp_20_2.0': 6.0689079259660624e-05, 'Macd_12_26_9': -1449.1828169837245, 'Macdh_12_26_9': -1427.0337877179575, 'Macds_12_26_9': -22.149029265766917, 'Price_vs_sma10': -0.09838959534672309, 'Sma10_vs_sma50': -0.003182847887157836, 'Bb_position': 1.3948423348571801e-05}",132891.2990709002,0.026134417245448294,134355.7232759246,53.388939280004706
53,"{'Close': 55027.4609375, 'High': 57726.8828125, 'Low': 54620.5078125, 'Open': 56040.6328125, 'Volume': 41637562185.0, 'Rsi_14': 32.07863009149342, 'Sma_10': 60826.305078125006, 'Sma_50': 62145.322890625, 'Roc_5': -10.400714095946912, 'Bbl_20_2.0': 54592.972568526304, 'Bbm_20_2.0': 63946.7462890625, 'Bbu_20_2.0': 73300.5200095987, 'Bbb_20_2.0': 29.254885551967707, 'Bbp_20_2.0': 0.023225298256883083, 'Macd_12_26_9': -1829.0136652040455, 'Macdh_12_26_9': -1445.4917087506228, 'Macds_12_26_9': -383.52195645342266, 'Price_vs_sma10': -0.09533447960018283, 'Sma10_vs_sma50': -0.021224731824492242, 'Bb_position': 0.0059274936783095125}",106313.03925672015,0.5004555389931838,133851.8368796231,-503.8863963015028
54,"{'Close': 61710.13671875, 'High': 62673.765625, 'Low': 54766.7265625, 'Open': 55030.02734375, 'Volume': 45298472567.0, 'Rsi_14': 49.300119183795815, 'Sma_10': 60315.32734375001, 'Sma_50': 62080.3196875, 'Roc_5': 1.6974973258837458, 'Bbl_20_2.0': 54386.783230341025, 'Bbm_20_2.0': 63696.7453125, 'Bbu_20_2.0': 73006.70739465898, 'Bbb_20_2.0': 29.23214376647897, 'Bbp_20_2.0': 0.3933073746048325, 'Macd_12_26_9': -1572.6675305167882, 'Macdh_12_26_9': -951.3164592506924, 'Macds_12_26_9': -621.3510712660958, 'Price_vs_sma10': 0.023125288984185918, 'Sma10_vs_sma50': -0.028430786964928824, 'Bb_position': 0.1003106940410346}",31893.911777016052,1.8528553446870917,146233.86841772313,12382.03153810004
55,"{'Close': 60880.11328125, 'High': 61751.86328125, 'Low': 59587.859375, 'Open': 61728.20703125, 'Volume': 33425553115.0, 'Rsi_14': 47.68296234862412, 'Sma_10': 59783.237109375004, 'Sma_50': 62001.348828124996, 'Roc_5': 4.754439893786413, 'Bbl_20_2.0': 54141.37952909792, 'Bbm_20_2.0': 63382.5685546875, 'Bbu_20_2.0': 72623.75758027709, 'Bbb_20_2.0': 29.160033227798706, 'Bbp_20_2.0': 0.36460317679315907, 'Macd_12_26_9': -1420.1171005707365, 'Macdh_12_26_9': -639.0128234437125, 'Macds_12_26_9': -781.104277127024, 'Price_vs_sma10': 0.018347554011975496, 'Sma10_vs_sma50': -0.035775217163401665, 'Bb_position': 0.09278965970196734}",47840.86766552408,1.5944382233446477,144910.44732270122,-1323.421095021913
56,"{'Close': 60945.8125, 'High': 61464.51171875, 'Low': 60287.56640625, 'Open': 60881.23046875, 'Volume': 15745822278.0, 'Rsi_14': 47.82884014568761, 'Sma_10': 59415.893359375004, 'Sma_50': 61938.34109375, 'Roc_5': 12.88047378444492, 'Bbl_20_2.0': 54005.00392356806, 'Bbm_20_2.0': 63022.1330078125, 'Bbu_20_2.0': 72039.26209205695, 'Bbb_20_2.0': 28.615753399291133, 'Bbp_20_2.0': 0.38486798356694035, 'Macd_12_26_9': -1279.1728989683252, 'Macdh_12_26_9': -398.4548974730409, 'Macds_12_26_9': -880.7180014952843, 'Price_vs_sma10': 0.02574932487123154, 'Sma10_vs_sma50': -0.04072514196912402, 'Bb_position': 0.09634758012321776}",71761.30149828612,1.2015277548266938,144989.38675749977,78.93943479855079
57,"{'Close': 58719.484375, 'High': 61778.66015625, 'Low': 58348.82421875, 'Open': 60944.890625, 'Volume': 22759754812.0, 'Rsi_14': 43.41146628254826, 'Sma_10': 58752.09179687501, 'Sma_50': 61827.679218749996, 'Roc_5': 4.792006293576376, 'Bbl_20_2.0': 53634.84834031976, 'Bbm_20_2.0': 62578.8447265625, 'Bbu_20_2.0': 71522.84111280524, 'Bbb_20_2.0': 28.584728354521157, 'Bbp_20_2.0': 0.28424855149210493, 'Macd_12_26_9': -1331.7678860437227, 'Macdh_12_26_9': -360.8399076387507, 'Macds_12_26_9': -970.927978404972, 'Price_vs_sma10': -0.0005550001859974907, 'Sma10_vs_sma50': -0.049744507002978035, 'Bb_position': 0.07109108021395281}",35880.65074914306,1.7902581249262484,141003.6847429667,-3985.7020145330753
58,"{'Close': 59354.515625, 'High': 60680.33203125, 'Low': 57688.8984375, 'Open': 58719.39453125, 'Volume': 37078637820.0, 'Rsi_14': 44.97261330218631, 'Sma_10': 58546.03671875001, 'Sma_50': 61751.153593749994, 'Roc_5': 7.863446020914274, 'Bbl_20_2.0': 53341.31582157615, 'Bbm_20_2.0': 62250.186914062506, 'Bbu_20_2.0': 71159.05800654886, 'Bbb_20_2.0': 28.62279306818857, 'Bbp_20_2.0': 0.33748382600884846, 'Macd_12_26_9': -1307.1401792105535, 'Macdh_12_26_9': -268.96976064446517, 'Macds_12_26_9': -1038.1704185660883, 'Price_vs_sma10': 0.013809284992831412, 'Sma10_vs_sma50': -0.05190375707125873, 'Bb_position': 0.0845036453808937}",56905.25754790779,1.4322064999409987,141913.18062688236,909.4958839156607
59,"{'Close': 60609.56640625, 'High': 61572.3984375, 'Low': 58506.25390625, 'Open': 59356.20703125, 'Volume': 30327698167.0, 'Rsi_14': 48.024476883013904, 'Sma_10': 58538.98398437501, 'Sma_50': 61757.796640625, 'Roc_5': -1.7834514247083217, 'Bbl_20_2.0': 53200.4763570005, 'Bbm_20_2.0': 62012.05859375001, 'Bbu_20_2.0': 70823.64083049951, 'Bbb_20_2.0': 28.418931532253943, 'Bbp_20_2.0': 0.4204176872088428, 'Macd_12_26_9': -1172.8307718858778, 'Macdh_12_26_9': -107.72828265583144, 'Macds_12_26_9': -1065.1024892300463, 'Price_vs_sma10': 0.03537100033078235, 'Sma10_vs_sma50': -0.05211994001309005, 'Bb_position': 0.10461323312905492}",85287.89367328427,0.9540181797010174,143110.52188864283,1197.3412617604772
60,"{'Close': 58737.26953125, 'High': 61687.7578125, 'Low': 58472.875, 'Open': 60611.05078125, 'Volume': 29961696180.0, 'Rsi_14': 44.09550727920514, 'Sma_10': 58601.01328125001, 'Sma_50': 61696.44921875, 'Roc_5': -3.519776220028746, 'Bbl_20_2.0': 52919.60891697457, 'Bbm_20_2.0': 61660.0607421875, 'Bbu_20_2.0': 70400.51256740044, 'Bbb_20_2.0': 28.35044831291501, 'Bbp_20_2.0': 0.332800908386318, 'Macd_12_26_9': -1203.5940265815152, 'Macdh_12_26_9': -110.79322988117497, 'Macds_12_26_9': -1092.8007967003402, 'Price_vs_sma10': 0.0023251517741859225, 'Sma10_vs_sma50': -0.05017202734836263, 'Bb_position': 0.08263662297494904}",121065.52414544497,0.36372142304130717,142429.52740491205,-680.9944837307849
61,"{'Close': 57560.09765625, 'High': 59838.6484375, 'Low': 56161.59375, 'Open': 58733.26171875, 'Volume': 35682112440.0, 'Rsi_14': 41.78106991771792, 'Sma_10': 58957.87734375, 'Sma_50': 61631.425625, 'Roc_5': -5.555287073660721, 'Bbl_20_2.0': 52741.42711848246, 'Bbm_20_2.0': 61142.46250000001, 'Bbu_20_2.0': 69543.49788151756, 'Bbb_20_2.0': 27.480199645271227, 'Bbp_20_2.0': 0.2867902775632105, 'Macd_12_26_9': -1307.8855691313001, 'Macdh_12_26_9': -172.06781794476797, 'Macds_12_26_9': -1135.8177511865322, 'Price_vs_sma10': -0.023708107389116752, 'Sma10_vs_sma50': -0.04337962742444682, 'Bb_position': 0.06929002256943115}",123201.92447139169,0.32734928073717645,142044.18103832676,-385.3463665852905
62,"{'Close': 58894.10546875, 'High': 59847.359375, 'Low': 57110.01953125, 'Open': 57560.2734375, 'Volume': 29350938673.0, 'Rsi_14': 45.2857980628711, 'Sma_10': 59243.85625, 'Sma_50': 61577.21171875, 'Roc_5': 0.2973818581832532, 'Bbl_20_2.0': 52858.40840716964, 'Bbm_20_2.0': 60696.50097656251, 'Bbu_20_2.0': 68534.59354595537, 'Bbb_20_2.0': 25.827164476645816, 'Bbp_20_2.0': 0.3850233336838404, 'Macd_12_26_9': -1268.274210654563, 'Macdh_12_26_9': -105.96516757442464, 'Macds_12_26_9': -1162.3090430801383, 'Price_vs_sma10': -0.005903578925958202, 'Sma10_vs_sma50': -0.0378931654035823, 'Bb_position': 0.08806789023317349}",165803.29328401742,-0.41297702249436413,141481.380965064,-562.8000732627697
63,"{'Close': 59478.97265625, 'High': 59694.66796875, 'Low': 58814.83203125, 'Open': 58893.53125, 'Volume': 13589684021.0, 'Rsi_14': 46.7979724150267, 'Sma_10': 59689.007421874994, 'Sma_50': 61560.388437500005, 'Roc_5': 0.20968418314844936, 'Bbl_20_2.0': 53264.332882683215, 'Bbm_20_2.0': 60257.65625000001, 'Bbu_20_2.0': 67250.9796173168, 'Bbb_20_2.0': 23.21140184511173, 'Bbp_20_2.0': 0.44432664179457404, 'Macd_12_26_9': -1176.1303312422533, 'Macdh_12_26_9': -11.057030529691929, 'Macds_12_26_9': -1165.0733007125614, 'Price_vs_sma10': -0.0035188181994800613, 'Sma10_vs_sma50': -0.030399109932923104, 'Bb_position': 0.09240965423746103}",165791.13232785795,-0.41297702249436413,141227.68329925614,-253.69766580784926
64,"{'Close': 58483.96484375, 'High': 60262.71875, 'Low': 58445.40234375, 'Open': 59468.1328125, 'Volume': 17740625837.0, 'Rsi_14': 44.54253566654544, 'Sma_10': 59366.390234374994, 'Sma_50': 61512.32015625, 'Roc_5': -3.507039710947033, 'Bbl_20_2.0': 53534.39482350198, 'Bbm_20_2.0': 59840.85878906251, 'Bbu_20_2.0': 66147.32275462305, 'Bbb_20_2.0': 21.077451404200794, 'Bbp_20_2.0': 0.39242038385357614, 'Macd_12_26_9': -1169.908481061757, 'Macdh_12_26_9': -3.868144279356329, 'Macds_12_26_9': -1166.0403367824006, 'Price_vs_sma10': -0.014864056701800984, 'Sma10_vs_sma50': -0.03488618079149093, 'Bb_position': 0.07482646030299232}",99474.67939671477,0.7019792380047774,140529.2084732286,-698.4748260275519
65,"{'Close': 59493.453125, 'High': 59612.66015625, 'Low': 57864.7109375, 'Open': 58480.7109375, 'Volume': 25911207712.0, 'Rsi_14': 47.31672352289753, 'Sma_10': 59227.72421875, 'Sma_50': 61448.623359375, 'Roc_5': 1.2873999758325292, 'Bbl_20_2.0': 53955.059290006975, 'Bbm_20_2.0': 59505.4806640625, 'Bbu_20_2.0': 65055.90203811803, 'Bbb_20_2.0': 18.655160204117557, 'Bbp_20_2.0': 0.49891652018360955, 'Macd_12_26_9': -1071.1725420336006, 'Macdh_12_26_9': 75.89423579903996, 'Macds_12_26_9': -1147.0667778326406, 'Price_vs_sma10': 0.004486562834468583, 'Sma10_vs_sma50': -0.036142374217829634, 'Bb_position': 0.08513284208630185}",79579.74351737181,1.0421568564767074,141581.25360706617,1052.045133837586
66,"{'Close': 59012.79296875, 'High': 61396.328125, 'Low': 58610.8828125, 'Open': 59493.453125, 'Volume': 31613400008.0, 'Rsi_14': 46.133375166540105, 'Sma_10': 59034.422265625, 'Sma_50': 61371.839609375, 'Roc_5': 2.5237888253343908, 'Bbl_20_2.0': 54222.95663149885, 'Bbm_20_2.0': 59225.1578125, 'Bbu_20_2.0': 64227.358993501155, 'Bbb_20_2.0': 16.892149774720885, 'Bbp_20_2.0': 0.4787728605801998, 'Macd_12_26_9': -1019.9514906778204, 'Macdh_12_26_9': 101.69222972385614, 'Macds_12_26_9': -1121.6437204016765, 'Price_vs_sma10': -0.0003663844930619913, 'Sma10_vs_sma50': -0.03808615414866824, 'Bb_position': 0.0745762617724296}",23873.923055211548,1.9784921595413716,140630.2712565216,-950.9823505445675
67,"{'Close': 61175.19140625, 'High': 61834.3515625, 'Low': 58823.4453125, 'Open': 59014.98828125, 'Volume': 32731154072.0, 'Rsi_14': 51.95481121723581, 'Sma_10': 59279.99296875, 'Sma_50': 61354.763125, 'Roc_5': 3.873199056755136, 'Bbl_20_2.0': 54806.3542041931, 'Bbm_20_2.0': 59016.0423828125, 'Bbu_20_2.0': 63225.7305614319, 'Bbb_20_2.0': 14.266250357192385, 'Bbp_20_2.0': 0.7564499948480283, 'Macd_12_26_9': -795.6986378699876, 'Macdh_12_26_9': 260.7560660253512, 'Macds_12_26_9': -1056.4547038953388, 'Price_vs_sma10': 0.03197028782542324, 'Sma10_vs_sma50': -0.03381595903195007, 'Bb_position': 0.10073172971672915}",14324.353833126928,2.1403141771357865,145258.48328891915,4628.21203239754
68,"{'Close': 60381.9140625, 'High': 61408.109375, 'Low': 59815.25390625, 'Open': 61168.31640625, 'Volume': 27625734377.0, 'Rsi_14': 49.8273945345732, 'Sma_10': 59382.732812500006, 'Sma_50': 61358.92296875, 'Roc_5': 1.5180850743142749, 'Bbl_20_2.0': 54854.47573454543, 'Bbm_20_2.0': 58964.384765625, 'Bbu_20_2.0': 63074.29379670457, 'Bbb_20_2.0': 13.940310061457856, 'Bbp_20_2.0': 0.6724526365614776, 'Macd_12_26_9': -674.2155511217425, 'Macdh_12_26_9': 305.7913222188771, 'Macds_12_26_9': -980.0068733406196, 'Price_vs_sma10': 0.016826124408165794, 'Sma10_vs_sma50': -0.03220705417623549, 'Bb_position': 0.08763377273426347}",7262.924229344985,2.255743805412528,143469.05283478097,-1789.4304541381716
69,"{'Close': 64094.35546875, 'High': 64947.0625, 'Low': 60372.05078125, 'Open': 60380.953125, 'Volume': 42530509233.0, 'Rsi_14': 58.410258854303166, 'Sma_10': 59731.211718750004, 'Sma_50': 61501.256015625, 'Roc_5': 9.59304082749712, 'Bbl_20_2.0': 54477.92441244823, 'Bbm_20_2.0': 59135.0978515625, 'Bbu_20_2.0': 63792.27129067678, 'Bbb_20_2.0': 15.750962147063461, 'Bbp_20_2.0': 1.0324321374351344, 'Macd_12_26_9': -275.203954440105, 'Macdh_12_26_9': 563.8423351204117, 'Macds_12_26_9': -839.0462895605167, 'Price_vs_sma10': 0.07304629563760176, 'Sma10_vs_sma50': -0.028780620292133467, 'Bb_position': 0.15074602082254454}",7173.45292546785,2.2572255620819925,151848.87047470012,8379.817639919143
70,"{'Close': 64178.9921875, 'High': 64513.7890625, 'Low': 63619.91796875, 'Open': 64103.87109375, 'Volume': 21430585163.0, 'Rsi_14': 58.58420527055017, 'Sma_10': 60275.383984375, 'Sma_50': 61651.588359375, 'Roc_5': 7.875722144847345, 'Bbl_20_2.0': 54296.19608331504, 'Bbm_20_2.0': 59438.1986328125, 'Bbu_20_2.0': 64580.20118230996, 'Bbb_20_2.0': 17.30201341148603, 'Bbp_20_2.0': 0.9609870871369782, 'Macd_12_26_9': 47.29984336675989, 'Macdh_12_26_9': 709.0769063418213, 'Macds_12_26_9': -661.7770629750614, 'Price_vs_sma10': 0.06476289232992555, 'Sma10_vs_sma50': -0.02232228579380506, 'Bb_position': 0.15303136136547207}",36108.5364353143,1.805780449665594,152001.70580674268,152.83533204256673
71,"{'Close': 64333.54296875, 'High': 64996.421875, 'Low': 63833.51953125, 'Open': 64176.3671875, 'Volume': 18827683555.0, 'Rsi_14': 58.92206385166997, 'Sma_10': 60952.728515625, 'Sma_50': 61772.1884375, 'Roc_5': 9.01626534235989, 'Bbl_20_2.0': 55044.726405346235, 'Bbm_20_2.0': 59955.30292968749, 'Bbu_20_2.0': 64865.87945402874, 'Bbb_20_2.0': 16.380791304149113, 'Bbp_20_2.0': 0.9457969463829755, 'Macd_12_26_9': 311.7635667240902, 'Macdh_12_26_9': 778.8325037593213, 'Macds_12_26_9': -467.0689370352311, 'Price_vs_sma10': 0.055466170841857246, 'Sma10_vs_sma50': -0.01326583924906782, 'Bb_position': 0.14320034880567473}",59287.170309599984,1.4446243597324753,152224.97363015212,223.26782340943464
72,"{'Close': 62880.66015625, 'High': 64489.70703125, 'Low': 62849.55859375, 'Open': 64342.2265625, 'Volume': 27682040631.0, 'Rsi_14': 54.42708078001359, 'Sma_10': 61351.383984375, 'Sma_50': 61912.819453125005, 'Roc_5': 2.7878437497226365, 'Bbl_20_2.0': 55587.48933331615, 'Bbm_20_2.0': 60297.620117187485, 'Bbu_20_2.0': 65007.75090105882, 'Bbb_20_2.0': 15.622940921108553, 'Bbp_20_2.0': 0.7742004582874312, 'Macd_12_26_9': 399.51214480491035, 'Macdh_12_26_9': 693.2648654721131, 'Macds_12_26_9': -293.7527206672028, 'Price_vs_sma10': 0.024926514653108293, 'Sma10_vs_sma50': -0.009068161871954026, 'Bb_position': 0.1121892500793326}",88925.37267539061,0.983928414847435,150795.44094748993,-1429.5326826621895
73,"{'Close': 59504.1328125, 'High': 63210.796875, 'Low': 58116.75, 'Open': 62879.70703125, 'Volume': 39103882198.0, 'Rsi_14': 45.70132134931622, 'Sma_10': 61353.9, 'Sma_50': 61968.80015625, 'Roc_5': -1.4537155100638708, 'Bbl_20_2.0': 56489.127967642075, 'Bbm_20_2.0': 60521.45371093749, 'Bbu_20_2.0': 64553.7794542329, 'Bbb_20_2.0': 13.325277223361498, 'Bbp_20_2.0': 0.3738543258652905, 'Macd_12_26_9': 194.35557719240023, 'Macdh_12_26_9': 390.48663828768247, 'Macds_12_26_9': -196.13106109528223, 'Price_vs_sma10': -0.03014913782986903, 'Sma10_vs_sma50': -0.009922737808374056, 'Bb_position': 0.04670531873343671}",101299.38632981047,0.787142731877948,148137.63198986996,-2657.808957619971
74,"{'Close': 59027.625, 'High': 60236.44921875, 'Low': 57890.67578125, 'Open': 59507.92578125, 'Volume': 40289564698.0, 'Rsi_14': 44.61427888578221, 'Sma_10': 61408.266015625, 'Sma_50': 61989.168125000004, 'Roc_5': -7.9051118178734905, 'Bbl_20_2.0': 56343.04417318795, 'Bbm_20_2.0': 60387.32812499999, 'Bbu_20_2.0': 64431.61207681204, 'Bbb_20_2.0': 13.394478866296243, 'Bbp_20_2.0': 0.3318981627896359, 'Macd_12_26_9': -6.606522956346453, 'Macdh_12_26_9': 151.61963051114864, 'Macds_12_26_9': -158.2261534674951, 'Price_vs_sma10': -0.038767435885899426, 'Sma10_vs_sma50': -0.00937102605093243, 'Bb_position': 0.04166558526599698}",151947.1737709633,-0.06405349216424638,148166.24825555173,28.616265681775985
75,"{'Close': 59388.1796875, 'High': 61184.08203125, 'Low': 58786.2265625, 'Open': 59027.46875, 'Volume': 32224990582.0, 'Rsi_14': 45.667366042034836, 'Sma_10': 61397.738671875006, 'Sma_50': 62022.081796875005, 'Roc_5': -7.464767421095615, 'Bbl_20_2.0': 56251.715955477426, 'Bbm_20_2.0': 60312.73144531249, 'Bbu_20_2.0': 64373.74693514756, 'Bbb_20_2.0': 13.466528185735777, 'Bbp_20_2.0': 0.38616741796150567, 'Macd_12_26_9': -135.21797651497764, 'Macdh_12_26_9': 18.406541562013985, 'Macds_12_26_9': -153.62451807699162, 'Price_vs_sma10': -0.03273017912132881, 'Sma10_vs_sma50': -0.010066465150988484, 'Bb_position': 0.048722715102825394}",45584.152131288996,1.7378658911698164,148792.84394885937,626.5956933076377
76,"{'Close': 59119.4765625, 'High': 59896.88671875, 'Low': 57768.53125, 'Open': 59388.6015625, 'Volume': 32292756405.0, 'Rsi_14': 44.9809594109327, 'Sma_10': 61408.407031250004, 'Sma_50': 62057.573046875004, 'Roc_5': -8.104740024628725, 'Bbl_20_2.0': 56138.264090172, 'Bbm_20_2.0': 60221.414648437494, 'Bbu_20_2.0': 64304.56520670299, 'Bbb_20_2.0': 13.560460451160907, 'Bbp_20_2.0': 0.3650627658455003, 'Macd_12_26_9': -255.87599737698474, 'Macdh_12_26_9': -81.80118343999447, 'Macds_12_26_9': -174.07481393699027, 'Price_vs_sma10': -0.03727389423381712, 'Sma10_vs_sma50': -0.010460705821264625, 'Bb_position': 0.04636082154890682}",45584.152131288996,1.7378658911698164,148325.87395307113,-466.96999578824034
77,"{'Close': 58969.8984375, 'High': 59432.59375, 'Low': 58768.78515625, 'Open': 59117.48046875, 'Volume': 12403470760.0, 'Rsi_14': 44.57927171681503, 'Sma_10': 61187.877734375004, 'Sma_50': 62078.981718750016, 'Roc_5': -6.219339474223524, 'Bbl_20_2.0': 56168.680113720984, 'Bbm_20_2.0': 60233.93535156249, 'Bbu_20_2.0': 64299.190589403996, 'Bbb_20_2.0': 13.498222269935255, 'Bbp_20_2.0': 0.3445316665118369, 'Macd_12_26_9': -359.4248271420729, 'Macdh_12_26_9': -148.2800105640661, 'Macds_12_26_9': -211.1448165780068, 'Price_vs_sma10': -0.03624867177945863, 'Sma10_vs_sma50': -0.014354358910269736, 'Bb_position': 0.04356537458872203}",13675.2456393867,2.2776018351809038,147985.19454106822,-340.67941200290807
